token_address,ticker,chain,platform,launch_ts,t_window_hours,total_buy_volume_eth,total_buy_volume_eth_decayed,unique_buyers,buyer_volumes_eth_json,lp_depth_eth,lp_removed_24h_eth,early_holders_count,early_holders_still_holding,hp_delta_recent,holder_count,holder_balances_json,outcome_30d_holder_retention,outcome_30d_price_floor,outcome_30d_volume_slope,outcome_30d_composite,outcome_60d_holder_retention,outcome_60d_price_floor,outcome_60d_volume_slope,outcome_60d_composite,outcome_90d_holder_retention,outcome_90d_price_floor,outcome_90d_volume_slope,outcome_90d_composite,name,creator_address,notes
0x0000000000000000000000000000000000000104,SYN0260,base,filterfun,1713585600,96,12.2299,8.1018,19,"[0.802, 0.1804, 0.0981, 0.3198, 0.3595, 1.1008, 2.2789, 0.1569, 0.7959, 0.7784, 0.1464, 0.4973, 0.4463, 0.5377, 0.3675, 0.1232, 0.1383, 0.2821, 0.2582]",3.8556,0.514,8,2,0.06642,25,"[10206.03, 5984.93, 4118.65, 3742.17, 1960.2, 1258.52, 1198.62, 1032.03, 990.15, 924.47, 676.54, 615.36, 587.31, 580.2, 556.04, 495.74, 422.77, 297.91, 281.81, 277.1, 265.36, 92.79, 68.2, 62.13, 52.63]",0,0,0,0,1,1,1,0,1,1,1,1,Synthetic Token 260,0x000000000000000000000000000000000000012e,quality=0.229
0x0000000000000000000000000000000000000105,SYN0261,base,clanker,1713582000,96,1.8985,0.9005,12,"[0.0526, 0.0361, 0.2837, 0.0878, 0.2543, 0.0276, 0.1275, 0.7991, 0.1296, 0.0575, 0.193, 0.0449]",1.5689,0.0,5,1,-0.04473,10,"[61583.12, 60736.28, 9729.63, 8789.24, 2103.56, 1567.65, 1428.96, 949.35, 816.0, 284.41]",0,0,0,0,1,1,1,0,0,0,0,0,Synthetic Token 261,0x000000000000000000000000000000000000012f,quality=0.044
0x0000000000000000000000000000000000000106,SYN0262,base,clanker,1713578400,96,0.6039,0.2812,11,"[0.0255, 0.3978, 0.0176, 0.0195, 0.024, 0.0545, 0.0245, 0.0108, 0.0305, 0.0111, 0.0155]",4.8952,0.0,7,1,-0.0247,8,"[15712.79, 3336.38, 989.96, 783.38, 609.24, 174.75, 159.68, 125.84]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 262,0x0000000000000000000000000000000000000130,quality=0.161
0x0000000000000000000000000000000000000107,SYN0263,base,bankr,1713574800,96,13.1161,5.6741,20,"[1.5829, 0.8648, 0.3663, 0.7264, 0.0148, 0.1877, 10.8746, 0.1948, 0.1116, 2.3857, 0.3493, 0.2022, 0.1938, 0.0165, 0.1016, 0.1241, 0.4029, 0.198, 0.0977, 2.3099]",1.9519,0.295,5,0,-0.0281,18,"[21326.84, 6658.31, 4822.79, 4400.69, 4132.4, 2875.58, 1992.64, 1943.29, 1920.46, 1808.22, 1772.69, 1732.01, 1626.49, 739.34, 642.57, 642.31, 245.73, 113.47]",0,0,0,0,0,0,0,0,1,1,0,0,Synthetic Token 263,0x0000000000000000000000000000000000000131,quality=0.125
0x0000000000000000000000000000000000000108,SYN0264,base,bankr,1713571200,96,2.4248,1.0608,5,"[0.0325, 0.4558, 0.0385, 0.5035, 0.4243]",0.4078,0.0337,6,3,0.03844,44,"[14648.25, 10531.99, 10039.13, 6847.66, 6335.25, 4894.55, 2529.2, 2483.45, 2375.82, 2217.91, 1932.4, 1577.37, 1490.14, 1184.81, 1102.14, 1097.41, 993.9, 952.19, 950.83, 936.01, 899.03, 887.37, 872.31, 709.16, 688.47, 612.97, 592.33, 535.86, 518.67, 509.86, 391.35, 375.55, 324.41, 264.63, 243.71, 179.39, 152.91, 130.49, 86.74, 82.85, 64.73, 45.26, 19.38, 10.44]",0,0,0,0,1,1,1,1,0,0,0,0,Synthetic Token 264,0x0000000000000000000000000000000000000132,quality=0.151
0x0000000000000000000000000000000000000109,SYN0265,base,liquid,1713567600,96,2.3179,2.0344,10,"[0.0902, 0.0498, 0.0375, 1.1412, 0.0296, 0.0306, 0.1825, 0.6479, 0.0621, 0.0114]",3.6932,0.0,5,1,0.00414,7,"[17744.78, 15341.46, 3199.8, 1146.68, 526.17, 223.88, 43.78]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 265,0x0000000000000000000000000000000000000133,quality=0.005
0x000000000000000000000000000000000000010a,SYN0266,base,bankr,1713564000,96,3.9796,2.6216,7,"[0.5908, 0.0266, 4.0711, 0.3663, 0.3348, 0.0158, 1.0975]",2.173,0.0,11,4,0.00561,41,"[30969.06, 13477.45, 11839.85, 7367.29, 5212.73, 4118.88, 3903.05, 1539.75, 1474.96, 1344.08, 1208.71, 1043.31, 956.5, 888.05, 836.06, 745.3, 735.85, 688.63, 672.13, 518.54, 428.92, 404.77, 317.23, 288.88, 278.46, 277.37, 257.86, 207.06, 193.16, 185.34, 180.68, 166.9, 149.9, 113.1, 109.35, 92.66, 79.25, 66.1, 26.89, 15.79, 11.94]",0,0,0,0,0,0,0,0,1,1,0,0,Synthetic Token 266,0x0000000000000000000000000000000000000134,quality=0.265
0x000000000000000000000000000000000000010b,SYN0267,base,clanker,1713560400,96,4.9015,3.8889,8,"[0.0716, 0.0199, 1.156, 0.7002, 0.2412, 0.1104, 0.1165, 0.171]",6.8897,0.0,7,3,0.03902,16,"[3397.91, 2465.57, 2286.73, 1477.2, 1056.14, 1045.81, 966.24, 761.5, 458.51, 446.8, 225.54, 191.67, 147.05, 135.85, 47.5, 18.67]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 267,0x0000000000000000000000000000000000000135,quality=0.214
0x000000000000000000000000000000000000010c,SYN0268,base,bankr,1713556800,96,2.1305,1.1734,21,"[0.0469, 0.0971, 0.2447, 0.074, 0.0238, 0.013, 0.0567, 0.2283, 0.0161, 0.0109, 0.0424, 0.0491, 0.0164, 0.1174, 0.0627, 0.0628, 0.138, 0.0218, 0.0279, 0.0111, 0.3328]",1.9252,0.0,53,0,-0.00911,27,"[128407.22, 7951.56, 5886.75, 3437.95, 3159.61, 2506.16, 2334.02, 1895.01, 1779.22, 1486.16, 1331.99, 1145.57, 973.33, 804.72, 790.7, 732.93, 478.1, 451.67, 361.88, 271.52, 255.83, 254.55, 231.01, 174.66, 137.2, 128.44, 69.86]",0,0,0,0,1,1,1,1,1,1,1,1,Synthetic Token 268,0x0000000000000000000000000000000000000136,quality=0.321
0x000000000000000000000000000000000000010d,SYN0269,base,bankr,1713553200,96,1.3163,1.0367,13,"[0.0388, 0.0464, 0.0461, 0.2036, 0.0297, 0.0497, 0.0304, 0.0282, 0.0181, 0.0463, 0.1871, 0.0346, 0.0214]",0.4819,0.0424,5,0,0.01002,17,"[13436.11, 3664.01, 2742.16, 2581.18, 1815.08, 1647.67, 1453.02, 1160.1, 1013.68, 547.76, 488.09, 366.75, 362.85, 295.01, 50.97, 48.86, 31.05]",0,0,0,0,1,1,0,0,0,0,0,0,Synthetic Token 269,0x0000000000000000000000000000000000000137,quality=0.000
0x000000000000000000000000000000000000010e,SYN0270,base,clanker,1713549600,96,67.6309,32.1157,38,"[0.2405, 0.2251, 2.841, 0.0609, 1.5628, 0.4615, 0.0534, 0.2229, 7.859, 2.0822, 0.1188, 12.2361, 0.3271, 1.3605, 0.2528, 0.9883, 0.1725, 2.0278, 4.3874, 3.3729, 0.8773, 2.3773, 0.0933, 0.8218, 1.8928, 0.254, 0.9467, 1.8742, 0.1931, 11.9624, 0.3413, 1.6721, 0.2917, 1.1972, 0.3861, 2.1762, 1.0589, 0.2298]",6.8175,0.0,18,0,0.06689,20,"[21162.24, 9382.48, 8269.31, 3995.32, 1497.01, 1432.84, 1343.5, 1243.98, 1189.7, 974.86, 902.97, 830.23, 780.34, 776.56, 538.99, 316.81, 305.89, 216.43, 210.35, 60.89]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 270,0x0000000000000000000000000000000000000138,quality=0.143
0x000000000000000000000000000000000000010f,SYN0271,base,clanker,1713546000,96,3.4051,2.7111,46,"[0.0567, 0.0175, 0.3881, 0.0281, 0.1023, 0.0421, 0.0228, 0.0378, 0.0102, 0.0655, 0.113, 0.0269, 0.0756, 0.0789, 0.0151, 0.0445, 0.382, 0.0397, 0.0695, 0.1693, 0.022, 0.0929, 0.0166, 0.1486, 0.0608, 0.0986, 0.0341, 0.1263, 0.0104, 0.0742, 0.2051, 0.0798, 0.0126, 0.1692, 0.1098, 0.2952, 0.0456, 0.0731, 0.05, 0.0191, 0.0605, 0.0167, 0.0565, 0.0947, 0.0257, 0.0372]",1.1798,0.0637,15,1,-0.04589,29,"[28140.9, 16182.32, 6093.19, 4115.43, 3752.4, 3319.49, 3174.89, 3032.38, 2847.4, 1811.94, 1209.67, 829.63, 759.69, 710.3, 705.88, 680.6, 650.38, 646.84, 431.34, 379.53, 353.51, 331.72, 325.02, 273.53, 148.59, 127.78, 127.67, 53.08, 25.93]",1,1,1,1,1,1,1,1,0,0,0,0,Synthetic Token 271,0x0000000000000000000000000000000000000139,quality=0.344
0x0000000000000000000000000000000000000110,SYN0272,base,bankr,1713542400,96,2.7275,2.1122,11,"[0.1187, 0.2971, 0.2953, 0.1076, 0.0122, 0.0888, 0.0268, 0.0782, 0.4139, 0.404, 0.4385]",1.1218,0.1373,10,1,0.00026,26,"[27283.16, 12459.99, 11633.45, 10816.88, 6270.59, 4570.72, 3878.36, 3612.44, 2679.96, 2420.35, 2156.59, 2146.85, 1263.57, 1051.48, 651.07, 555.63, 491.35, 457.46, 397.97, 371.86, 285.05, 282.33, 152.59, 41.46, 38.54, 21.7]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 272,0x000000000000000000000000000000000000013a,quality=0.042
0x0000000000000000000000000000000000000111,SYN0273,base,liquid,1713538800,96,1.7101,1.2236,9,"[0.2355, 0.5159, 0.2258, 0.0953, 0.1601, 0.0604, 0.3165, 0.1187, 0.0468]",0.1629,0.0,7,0,-0.05455,9,"[7559.3, 4530.21, 2352.09, 671.67, 361.71, 320.62, 235.22, 161.09, 131.6]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 273,0x000000000000000000000000000000000000013b,quality=0.029
0x0000000000000000000000000000000000000112,SYN0274,base,clanker,1713535200,96,0.2251,0.1735,2,"[0.1514, 0.2998]",0.6838,0.0467,6,0,-0.03795,39,"[19020.01, 7239.88, 7144.21, 6478.51, 5525.49, 5232.91, 4230.01, 4162.04, 3726.16, 3647.98, 2702.32, 2306.86, 2067.84, 2046.2, 1930.45, 1582.44, 1555.59, 1525.73, 1320.05, 1168.2, 1157.87, 1154.58, 1124.37, 1093.14, 898.32, 810.86, 601.71, 559.67, 412.75, 407.13, 355.46, 338.71, 329.97, 296.66, 267.8, 241.68, 223.63, 123.17, 36.82]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 274,0x000000000000000000000000000000000000013c,quality=0.138
0x0000000000000000000000000000000000000113,SYN0275,base,clanker,1713531600,96,1.296,1.084,1,[10.0609],1.3046,0.0,5,0,-0.02115,10,"[30368.56, 17367.77, 7916.58, 2719.71, 1445.46, 1184.42, 713.18, 595.87, 535.79, 290.05]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 275,0x000000000000000000000000000000000000013d,quality=0.000
0x0000000000000000000000000000000000000114,SYN0276,base,liquid,1713528000,96,25.1787,10.158,3,"[9.4511, 0.4917, 9.5676]",2.1962,0.0,5,0,0.0389,21,"[58927.76, 15350.22, 10706.21, 4329.16, 2442.31, 2235.9, 1938.44, 1692.83, 1621.11, 1528.46, 1317.99, 1283.36, 557.59, 433.82, 417.45, 375.75, 350.04, 323.96, 126.32, 47.48, 44.44]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 276,0x000000000000000000000000000000000000013e,quality=0.071
0x0000000000000000000000000000000000000115,SYN0277,base,clanker,1713524400,96,2.1973,1.65,6,"[0.0298, 0.7248, 0.0366, 0.2398, 0.0664, 0.1683]",5.4265,0.0,5,0,-0.03318,6,"[9920.05, 2674.94, 1635.26, 896.33, 558.78, 540.37]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 277,0x000000000000000000000000000000000000013f,quality=0.008
0x0000000000000000000000000000000000000116,SYN0278,base,clanker,1713520800,96,4.7345,3.3359,56,"[0.2757, 0.0207, 0.0146, 0.0962, 0.041, 0.0294, 0.0513, 0.1245, 0.0411, 0.0538, 0.0277, 0.1143, 0.1868, 0.0139, 0.1567, 0.2643, 0.0239, 0.0223, 0.2297, 0.0772, 0.0646, 0.0536, 0.0321, 0.0712, 0.0104, 0.0116, 0.0218, 0.126, 0.049, 0.0371, 1.3432, 0.0411, 0.0636, 0.0515, 0.05, 0.0741, 0.0165, 0.0162, 0.0143, 0.1101, 0.0814, 0.0764, 0.0321, 0.0181, 0.0368, 0.067, 0.0356, 0.0582, 0.0151, 0.0735, 0.0115, 0.26, 0.0319, 0.0237, 0.0635, 0.077]",6.7638,0.0,16,4,0.02837,44,"[6744.86, 5103.01, 4532.76, 2504.78, 2344.1, 2328.59, 1789.98, 1550.43, 1544.79, 1341.61, 1278.31, 1186.71, 1139.68, 1033.54, 872.21, 802.55, 734.4, 701.67, 644.11, 496.89, 455.96, 409.05, 349.71, 317.86, 305.68, 283.43, 199.23, 192.3, 182.55, 169.74, 162.52, 161.56, 155.19, 136.02, 128.72, 121.05, 108.85, 97.65, 83.02, 76.08, 69.33, 49.39, 34.8, 32.4]",1,0,0,0,1,1,1,1,1,1,1,1,Synthetic Token 278,0x0000000000000000000000000000000000000140,quality=0.418
0x0000000000000000000000000000000000000117,SYN0279,base,liquid,1713517200,96,7.3218,4.3856,4,"[1.3014, 1.2252, 0.8104, 0.6545]",0.5815,0.0,24,7,0.0648,47,"[25309.98, 9038.31, 5205.82, 4969.07, 4632.41, 4242.36, 3605.95, 3431.59, 3412.15, 3029.95, 2726.53, 2681.28, 2279.1, 2065.29, 2002.24, 1500.14, 1465.42, 1311.38, 1308.66, 1207.46, 1152.75, 1002.26, 964.14, 932.26, 917.93, 838.59, 798.97, 705.31, 626.1, 595.18, 544.76, 490.74, 449.07, 390.53, 377.7, 360.01, 349.33, 300.57, 249.71, 197.25, 149.08, 116.81, 93.72, 59.71, 42.37, 37.77, 16.86]",1,1,0,0,0,0,0,0,1,1,1,1,Synthetic Token 279,0x0000000000000000000000000000000000000141,quality=0.249
0x0000000000000000000000000000000000000118,SYN0280,base,clanker,1713513600,96,4.0028,1.9386,10,"[0.0284, 0.047, 0.0477, 0.1229, 0.4404, 0.0471, 0.0528, 0.2145, 0.2668, 0.493]",1.014,0.0,7,2,0.05588,16,"[42388.37, 8100.87, 7401.53, 6265.05, 1697.37, 1597.24, 1381.54, 644.72, 433.68, 382.22, 361.78, 227.83, 189.33, 116.12, 22.71, 11.56]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 280,0x0000000000000000000000000000000000000142,quality=0.024
0x0000000000000000000000000000000000000119,SYN0281,base,clanker,1713510000,96,0.1373,0.1042,3,"[0.0254, 0.1552, 0.0247]",0.8915,0.1114,9,0,-0.02534,14,"[31393.0, 6376.83, 4980.98, 4094.01, 3456.59, 2358.57, 1576.07, 1267.87, 575.79, 565.53, 176.39, 98.98, 93.93, 27.17]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 281,0x0000000000000000000000000000000000000143,quality=0.032
0x000000000000000000000000000000000000011a,SYN0282,base,bankr,1713506400,96,1.2743,0.949,11,"[0.0329, 0.0323, 0.1545, 0.0387, 0.0446, 0.1727, 0.0139, 0.1269, 0.0785, 0.1404, 0.0627]",3.5615,0.0,13,2,-0.06568,65,"[26889.44, 17714.82, 17344.56, 9949.49, 9537.96, 3631.33, 3417.22, 3362.5, 3043.65, 3001.17, 2618.75, 2542.26, 2377.16, 2070.28, 1970.23, 1863.5, 1785.0, 1621.13, 1500.36, 1335.11, 1297.52, 1261.06, 1149.88, 1039.2, 871.42, 839.44, 833.0, 788.96, 766.05, 763.16, 751.3, 613.5, 613.47, 530.44, 509.24, 496.54, 493.89, 493.78, 448.73, 443.53, 434.13, 421.46, 369.07, 361.99, 337.07, 293.39, 279.11, 250.57, 246.66, 232.72, 159.47, 158.01, 153.64, 143.74, 134.9, 112.83, 112.38, 109.72, 107.33, 85.74, 74.69, 66.37, 64.4, 64.36, 17.83]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 282,0x0000000000000000000000000000000000000144,quality=0.139
0x000000000000000000000000000000000000011b,SYN0283,base,clanker,1713502800,96,2.6246,1.203,43,"[0.1002, 0.0919, 0.1151, 0.0392, 0.0112, 0.0183, 0.0326, 0.0594, 0.0464, 0.0569, 0.0702, 0.017, 0.0213, 0.0297, 0.0331, 0.0295, 0.0587, 0.0279, 0.0552, 0.0684, 0.0175, 0.0605, 0.0123, 0.0127, 0.0207, 0.0882, 0.0411, 0.1543, 0.1449, 0.0373, 0.02, 0.0124, 0.0461, 0.052, 0.0174, 0.0681, 0.036, 0.1526, 0.0953, 0.0172, 0.0252, 0.0385, 0.0477]",11.4006,0.0,36,20,-0.02429,42,"[10277.72, 4774.15, 4255.04, 3298.56, 3178.55, 2481.24, 2132.39, 2037.73, 2014.44, 2005.56, 1566.6, 1537.57, 1224.53, 1150.64, 845.87, 673.57, 612.43, 577.42, 571.47, 506.06, 481.8, 465.29, 450.92, 428.71, 366.8, 341.92, 339.32, 329.23, 315.96, 302.68, 260.44, 196.38, 186.35, 173.4, 170.97, 154.36, 110.39, 102.13, 82.9, 70.45, 52.92, 37.07]",1,1,1,1,1,1,1,1,1,1,1,1,Synthetic Token 283,0x0000000000000000000000000000000000000145,quality=0.571
0x000000000000000000000000000000000000011c,SYN0284,base,liquid,1713499200,96,0.7658,0.4893,72,"[0.0105, 0.0185, 0.0145, 0.0205, 0.0118, 0.0127, 0.0111, 0.0239, 0.0144, 0.0128, 0.0105, 0.0114, 0.0158, 0.0208, 0.0127, 0.0128, 0.0467, 0.0101, 0.0435, 0.0361, 0.0148, 0.0105, 0.0132, 0.019, 0.0221, 0.0118, 0.0103, 0.0206, 0.0576, 0.0144, 0.0107, 0.0107, 0.1801, 0.0127, 0.0142, 0.0134, 0.0131, 0.0651, 0.0119, 0.0111, 0.0106, 0.0149, 0.0104, 0.0152, 0.0115, 0.0161, 0.0229, 0.0239, 0.0163, 0.0165, 0.011, 0.0113, 0.0135, 0.0174, 0.0111, 0.0162, 0.0201, 0.0331, 0.0134, 0.013, 0.0105, 0.0135, 0.0159, 0.0103, 0.0102, 0.0152, 0.0229, 0.0104, 0.0226, 0.0155, 0.0115, 0.0116]",4.1385,0.0495,11,2,0.04292,18,"[5271.09, 2780.16, 1386.2, 825.16, 626.38, 607.55, 597.48, 544.04, 536.45, 499.01, 416.34, 375.06, 352.01, 286.25, 248.77, 150.74, 122.34, 99.11]",1,1,1,1,1,1,0,0,0,0,0,0,Synthetic Token 284,0x0000000000000000000000000000000000000146,quality=0.379
0x000000000000000000000000000000000000011d,SYN0285,base,clanker,1713495600,96,0.2047,0.1304,17,"[0.0194, 0.0119, 0.0216, 0.0106, 0.0167, 0.0114, 0.0258, 0.0158, 0.0133, 0.0131, 0.0186, 0.0132, 0.0954, 0.0236, 0.0145, 0.0615, 0.014]",6.5875,0.0,16,0,0.0303,8,"[5759.78, 925.64, 904.37, 883.75, 795.9, 316.5, 168.31, 34.01]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 285,0x0000000000000000000000000000000000000147,quality=0.089
0x000000000000000000000000000000000000011e,SYN0286,base,clanker,1713492000,96,12.9082,9.7872,24,"[1.5812, 0.039, 3.2357, 0.1492, 0.1306, 0.0723, 0.2061, 0.3887, 0.3177, 0.3179, 0.3143, 0.0507, 0.571, 0.1894, 0.4782, 0.1092, 0.2448, 0.5833, 0.2848, 0.0205, 0.7538, 0.1522, 0.2841, 0.3125]",9.4829,0.0,37,13,0.01098,40,"[7744.37, 5061.35, 4761.33, 3988.02, 3782.31, 3596.0, 2095.58, 1922.92, 1708.93, 1548.75, 1326.0, 1135.05, 745.5, 741.91, 543.31, 516.34, 489.51, 470.9, 456.81, 448.71, 442.05, 382.34, 378.65, 260.63, 217.88, 209.21, 202.33, 183.03, 159.29, 102.57, 98.91, 92.47, 85.34, 69.65, 67.85, 65.89, 51.37, 38.71, 19.63, 18.18]",1,1,1,1,1,1,1,1,1,1,1,1,Synthetic Token 286,0x0000000000000000000000000000000000000148,quality=0.487
0x000000000000000000000000000000000000011f,SYN0287,base,clanker,1713488400,96,0.276,0.1943,11,"[0.0158, 0.0297, 0.012, 0.1122, 0.0706, 0.0416, 0.0247, 0.4245, 0.013, 0.0132, 0.0299]",9.8411,0.0,15,9,-0.00354,74,"[11950.13, 7837.07, 5269.46, 4867.38, 4212.28, 3660.07, 3582.42, 3395.59, 3109.5, 2645.69, 2425.16, 2054.4, 1845.38, 1513.82, 1465.73, 1229.27, 1197.01, 1147.73, 1115.0, 1090.45, 1088.45, 997.66, 962.79, 949.55, 947.82, 899.67, 882.53, 757.87, 756.33, 712.05, 708.4, 685.65, 604.67, 586.46, 548.42, 534.83, 528.18, 523.78, 433.48, 325.67, 314.92, 293.61, 291.15, 287.64, 276.75, 266.92, 263.04, 258.97, 254.45, 232.2, 224.82, 221.99, 221.5, 220.11, 202.13, 200.51, 162.5, 158.05, 150.92, 145.79, 140.24, 136.45, 133.83, 113.65, 112.6, 112.57, 90.72, 87.29, 84.16, 61.35, 55.38, 44.65, 22.74, 10.19]",1,1,1,0,1,1,1,1,1,1,1,0,Synthetic Token 287,0x0000000000000000000000000000000000000149,quality=0.378
0x0000000000000000000000000000000000000120,SYN0288,base,clanker,1713484800,96,1.3067,1.1302,21,"[0.2347, 0.1049, 0.0457, 0.0284, 0.079, 0.0168, 0.0416, 0.0126, 0.0163, 0.0272, 0.0136, 0.01, 0.0176, 0.0284, 0.1421, 0.1399, 0.0224, 0.0193, 0.0305, 0.0197, 0.044]",0.6367,0.0862,25,1,0.01952,4,"[7842.19, 953.38, 210.59, 62.31]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 288,0x000000000000000000000000000000000000014a,quality=0.016
0x0000000000000000000000000000000000000121,SYN0289,base,clanker,1713481200,96,11.5095,7.149,6,"[0.6619, 0.731, 0.0904, 0.7056, 10.8223, 3.6256]",1.7304,0.0,12,0,-0.01025,19,"[17072.75, 15252.97, 10215.55, 9884.31, 3392.35, 2438.33, 2422.26, 1873.73, 1662.63, 1472.63, 1095.88, 1047.5, 933.93, 562.79, 543.79, 130.45, 117.37, 109.85, 88.6]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 289,0x000000000000000000000000000000000000014b,quality=0.008
0x0000000000000000000000000000000000000122,SYN0290,base,liquid,1713477600,96,0.709,0.3921,8,"[0.0149, 0.1079, 0.0443, 0.1944, 0.0461, 0.0495, 0.0416, 0.0961]",0.3991,0.0,5,1,0.01925,32,"[41160.87, 13798.87, 12672.71, 7684.08, 7074.13, 4791.91, 4400.1, 3998.88, 3101.66, 2949.39, 2616.78, 2573.34, 2120.91, 2034.37, 2008.65, 1345.09, 1308.5, 1104.38, 1036.19, 960.15, 671.56, 560.7, 552.54, 548.09, 538.43, 490.48, 448.23, 272.11, 229.74, 146.05, 122.6, 32.42]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 290,0x000000000000000000000000000000000000014c,quality=0.003
0x0000000000000000000000000000000000000123,SYN0291,base,liquid,1713474000,96,6.4299,4.6642,13,"[0.2732, 1.6963, 0.2629, 0.132, 0.8946, 0.1617, 1.2319, 0.3191, 0.1679, 0.0699, 0.0827, 0.2423, 0.1413]",5.0402,0.0,5,1,0.05181,11,"[2163.44, 1953.42, 1522.5, 1126.27, 628.12, 503.3, 393.85, 373.86, 266.92, 214.38, 80.72]",1,1,1,1,1,1,1,1,1,0,0,0,Synthetic Token 291,0x000000000000000000000000000000000000014d,quality=0.432
0x0000000000000000000000000000000000000124,SYN0292,base,bankr,1713470400,96,15.0592,11.4426,7,"[1.8926, 1.8126, 0.1036, 0.6516, 0.3437, 0.973, 2.2944]",1.3402,0.0,5,1,-0.05334,78,"[9355.48, 9073.86, 7480.58, 7135.4, 6922.5, 5843.05, 4376.24, 3661.22, 3647.82, 3515.11, 3354.39, 3041.27, 2515.83, 2498.15, 2271.37, 2170.85, 1742.58, 1709.05, 1564.2, 1532.0, 1488.85, 1474.92, 1465.11, 1418.14, 1254.33, 1246.23, 1200.34, 1175.04, 1153.15, 978.41, 952.87, 775.77, 764.99, 748.02, 718.73, 703.47, 701.81, 694.08, 690.65, 606.67, 593.92, 586.09, 533.85, 476.31, 461.53, 457.8, 407.96, 400.59, 278.35, 273.17, 260.09, 255.53, 242.4, 206.6, 180.57, 176.86, 173.3, 172.18, 168.33, 163.17, 148.47, 126.09, 112.47, 108.18, 107.89, 103.77, 98.97, 95.93, 95.84, 95.84, 85.32, 83.72, 63.25, 60.19, 50.74, 50.03, 37.49, 12.97]",1,1,0,0,0,0,0,0,0,0,0,0,Synthetic Token 292,0x000000000000000000000000000000000000014e,quality=0.293
0x0000000000000000000000000000000000000125,SYN0293,base,filterfun,1713466800,96,1.5159,1.0486,3,"[0.24, 0.2056, 0.031]",13.1921,0.0,27,6,-0.06937,7,"[2921.76, 526.38, 507.95, 500.72, 456.83, 401.31, 160.01]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 293,0x000000000000000000000000000000000000014f,quality=0.013
0x0000000000000000000000000000000000000126,SYN0294,base,clanker,1713463200,96,1.739,1.2505,3,"[2.6163, 0.0903, 0.4094]",1.9115,0.0,10,2,0.03803,13,"[26188.56, 9591.51, 7406.45, 1274.06, 854.63, 742.46, 654.31, 467.4, 378.38, 327.18, 301.33, 206.5, 27.72]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 294,0x0000000000000000000000000000000000000150,quality=0.028
0x0000000000000000000000000000000000000127,SYN0295,base,liquid,1713459600,96,2.0329,1.568,6,"[0.0149, 0.3667, 0.249, 0.1236, 0.1711, 0.0784]",1.6075,0.1726,15,5,-0.01706,16,"[6726.15, 4628.07, 4315.04, 3292.71, 1701.05, 1263.47, 1024.12, 836.93, 606.78, 389.14, 301.84, 140.02, 80.88, 57.27, 52.33, 24.65]",1,1,0,0,0,0,0,0,0,0,0,0,Synthetic Token 295,0x0000000000000000000000000000000000000151,quality=0.246
0x0000000000000000000000000000000000000128,SYN0296,base,bankr,1713456000,96,9.6676,7.0872,19,"[0.2798, 0.0904, 0.3354, 3.0191, 0.0514, 0.3495, 0.073, 0.3453, 0.824, 0.2453, 0.8727, 0.0188, 0.8422, 0.2675, 0.3335, 0.1381, 0.5201, 0.335, 0.1818]",2.7055,0.0,10,0,0.03616,4,"[7103.98, 437.19, 247.76, 26.55]",0,0,0,0,1,1,1,1,0,0,0,0,Synthetic Token 296,0x0000000000000000000000000000000000000152,quality=0.072
0x0000000000000000000000000000000000000129,SYN0297,base,clanker,1713452400,96,4.5993,2.8236,14,"[0.0928, 0.3215, 0.1968, 0.3606, 0.0397, 0.0202, 0.0552, 0.1084, 0.1789, 0.1753, 0.431, 0.1149, 0.5635, 0.0781]",3.7723,0.0,8,3,0.04225,15,"[74388.74, 52422.17, 18063.83, 13893.74, 11922.23, 7341.63, 2763.75, 1602.39, 1096.29, 1087.47, 882.41, 490.43, 453.24, 334.55, 161.87]",0,0,0,0,0,0,0,0,1,1,0,0,Synthetic Token 297,0x0000000000000000000000000000000000000153,quality=0.004
